StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID34,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q24_First Click,Q24_Last Click,SurveyTime,Q24_Click Count,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Q25_First Click,Q25_Last Click,CovariateTime,Q25_Click Count,Age,Education,Gender,LivingAreaAffected,ClimateChangeAwareness,PreTreatment,Income,PoliticalView,Community,AlwaysTrue,Create New Field or Choose From Dropdown...,mTurkCode,Group,RejectedOutcomeQuestions,RejectedCovariateQuestions
11/26/19 10:44,11/26/19 10:56,IP Address,173.29.5.206,100,694,TRUE,11/26/19 10:56,R_8FUfSyyl0f8KBO1,,,,,41.55160522,-90.50170135,anonymous,EN,Yes,11.493,232.55,234.071,5,0,0,391.44,0,,,,,,,,,,,,,,,,,2.291,30.265,31.232,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.677,27.979,29.307,13,25-34 years,4 year degree,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Conservative,Suburban,1,,4.88258E+11,Treatment,,
11/26/19 10:47,11/26/19 10:56,IP Address,147.135.11.113,100,509,TRUE,11/26/19 10:56,R_1oHHnnclDlCTksS,,,,,37.47279358,-77.59059906,anonymous,EN,Yes,,,,,,,,,,,,,,,,,161.07,161.07,169.502,1,0,0,293.089,0,3.429,19.765,21.328,7,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,,,,,,,,,,,,,1,,19561806228,Placebo,Yes,
11/26/19 10:42,11/26/19 10:56,IP Address,72.83.216.167,100,834,TRUE,11/26/19 10:56,R_3FJuG9ltoZRX2GX,,,,,38.82240295,-76.94660187,anonymous,EN,Yes,0,0,482.792,0,0,0,275.202,0,,,,,,,,,,,,,,,,,2.431,30.317,31.815,7,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,2.38,33.574,34.328,11,Less than 25 years,4 year degree,Female,No,No,Somewhat agree,"Less than $50,000",Slightly Liberal,Suburban,1,,9.74874E+11,Treatment,,
11/26/19 10:49,11/26/19 10:56,IP Address,77.111.246.43,100,460,TRUE,11/26/19 10:56,R_27Ve7WGFqZTdJBx,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,,,,,,,,,0,0,121.125,0,274.876,274.876,308.971,1,,,,,,,,,3.498,19.596,20.501,7,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,1,,5.86237E+11,AntiTreatment,Yes,
11/26/19 10:48,11/26/19 10:57,IP Address,104.194.220.206,100,530,TRUE,11/26/19 10:57,R_1OWgS9PPfZ99Zho,,,,,40.78759766,-74.05999756,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,142.306,0,0,0,252.885,0,5.552,60.201,62.61,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,4.321,55.954,58.326,9,Less than 25 years,Some college,,No,No,Strongly agree,"Less than $50,000",Slightly Liberal,Urban,1,,7.438E+11,Placebo,,
11/26/19 10:47,11/26/19 10:57,IP Address,68.172.209.28,100,589,TRUE,11/26/19 10:57,R_27PQeZaxLPQG8SC,,,,,40.85960388,-73.93160248,anonymous,EN,Yes,,,,,,,,,0,0,178.678,0,0,0,356.359,0,,,,,,,,,1.165,21.134,23.783,7,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,1,,6.79744E+11,AntiTreatment,Yes,
11/26/19 10:50,11/26/19 10:58,IP Address,67.3.47.10,100,464,TRUE,11/26/19 10:58,R_vCEaspTO2ueFEGZ,,,,,46.81469727,-92.19979858,anonymous,EN,Yes,,,,,,,,,2.397,14.555,100.461,2,1.474,252.233,305.796,3,,,,,,,,,2.488,25.944,26.784,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.241,21.511,22.295,10,Less than 25 years,2 year degree,Male,No,No,Somewhat agree,"Less than $50,000",Very Conservative,Rural,1,,7.39733E+11,AntiTreatment,,
11/26/19 10:47,11/26/19 10:58,IP Address,99.203.90.161,100,673,TRUE,11/26/19 10:58,R_2tajNvqQTjrsHhw,,,,,29.77200317,-95.36440277,anonymous,EN,Yes,,,,,,,,,,,,,,,,,5.47,262.54,263.34,16,5.436,263.758,264.536,3,2.706,40.19,42.398,8,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,3.389,39.26,41.839,13,25-34 years,Some college,Male,No,No,Somewhat agree,"Less than $50,000",Neither Conservative nor Liberal,Rural,1,,9.7525E+11,Placebo,,
11/26/19 10:47,11/26/19 10:58,IP Address,176.113.73.172,100,653,TRUE,11/26/19 10:58,R_3FJKLFSKVZjLHwA,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,309.041,0,149.606,152.718,288.956,3,3.779,16.011,17.397,7,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,,,,,,,,,,,,,,1,,6.28109E+11,Placebo,Yes,
11/26/19 10:51,11/26/19 10:58,IP Address,207.188.177.50,100,430,TRUE,11/26/19 10:58,R_3EziMnMLbtuGdio,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,,,,,,,,,,,,,,,,,96.104,96.104,144.659,1,0,0,250.899,0,2.522,17.061,21.499,7,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,,,,,,,,,,,,,,1,,1.02E+11,Placebo,Yes,
11/26/19 10:42,11/26/19 10:58,IP Address,24.196.25.162,100,984,TRUE,11/26/19 10:58,R_AdgUhzIGRzjk6o9,,,,,32.54840088,-85.46820068,anonymous,EN,Yes,,,,,,,,,0,0,205.724,0,0,0,495.428,0,,,,,,,,,65.586,137.619,149.936,15,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,4.026,101.775,103.46,14,35-44 years,Professional degree,Male,No,Yes,Somewhat agree,"$75,000 - $99,000",Very Conservative,Urban,1,,5.6424E+11,AntiTreatment,,
11/26/19 10:50,11/26/19 10:58,IP Address,196.17.65.189,100,482,TRUE,11/26/19 10:58,R_Y6msnDRyucgtdNT,,,,,34.05439758,-118.2440033,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,137.008,0,0,0,270.102,0,2.851,28.746,29.733,7,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1.558,22.838,24.528,9,25-34 years,4 year degree,Male,Yes,Yes,Neither agree nor disagree,"$75,000 - $99,000",Slightly Conservative,Urban,1,,3.04498E+11,Placebo,,
11/26/19 10:48,11/26/19 10:58,IP Address,184.54.159.74,100,619,TRUE,11/26/19 10:58,R_2rqHhwtFWm74i5c,,,,,39.06970215,-84.29160309,anonymous,EN,Yes,0,0,229.528,0,0,0,349.802,0,,,,,,,,,,,,,,,,,2.556,23.733,24.522,8,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,1,,3.09913E+11,Treatment,Yes,
11/26/19 10:50,11/26/19 10:58,IP Address,67.249.186.196,100,519,TRUE,11/26/19 10:58,R_3MbMdiVhxRyaMou,,,,,43.04550171,-74.85980225,anonymous,EN,Yes,,,,,,,,,,,,,,,,,3.094,86.676,174.563,4,1.741,75.855,250.401,4,2.549,40.733,43.694,9,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,2.281,39.899,40.867,25,35-44 years,Professional degree,Male,No,,Strongly disagree,"$100,000 - $149,000",Neither Conservative nor Liberal,Suburban,1,,6.44998E+11,Placebo,,
11/26/19 10:39,11/26/19 10:58,IP Address,69.253.66.208,100,1181,TRUE,11/26/19 10:58,R_2BwCPoktgh4QcSg,,,,,40.2684021,-75.39029694,anonymous,EN,Yes,581.759,581.759,805.623,1,0,0,275.065,0,,,,,,,,,,,,,,,,,1.425,26.024,27.477,7,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.032,26.744,27.727,9,Less than 25 years,4 year degree,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Suburban,1,,6.25356E+11,Treatment,,
11/26/19 10:49,11/26/19 10:59,IP Address,68.116.212.195,100,594,TRUE,11/26/19 10:59,R_2TSqLiWlk97oTTK,,,,,30.54359436,-89.68959808,anonymous,EN,Yes,,,,,,,,,174.37,174.37,174.633,1,1.316,1.316,347.367,1,,,,,,,,,4.396,25.62,26.715,7,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,1.492,28.487,29.277,11,25-34 years,4 year degree,Male,Yes,Yes,Somewhat agree,"$50,000 - $74,000",Very Conservative,Urban,1,,4.35097E+11,AntiTreatment,,
11/26/19 10:52,11/26/19 11:00,IP Address,72.128.196.60,100,488,TRUE,11/26/19 11:00,R_ROCaausw6AAxqYV,,,,,42.66690063,-88.26300049,anonymous,EN,Yes,,,,,,,,,14.163,14.163,95.546,1,1.471,191.256,313.038,4,,,,,,,,,5.812,43.111,44.875,12,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,1.111,21.71,22.717,10,25-34 years,4 year degree,Female,No,No,Neither agree nor disagree,"$50,000 - $74,000",Very Liberal,Suburban,1,,7.41087E+11,AntiTreatment,,
11/26/19 10:52,11/26/19 11:00,IP Address,69.180.56.117,100,511,TRUE,11/26/19 11:00,R_27DoLlKcuRoo78A,,,,,33.54919434,-84.39379883,anonymous,EN,Yes,,,,,,,,,0,0,105.198,0,335.637,335.637,335.935,1,,,,,,,,,2.563,26.032,26.832,8,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,6.099,27.049,27.846,9,Less than 25 years,Some college,Male,No,Yes,Somewhat agree,"Less than $50,000",Slightly Liberal,Suburban,1,,7.1084E+11,AntiTreatment,,
11/26/19 10:49,11/26/19 11:00,IP Address,108.81.184.45,100,671,TRUE,11/26/19 11:00,R_1rP0Or0YzsofGz2,,,,,34.78199768,-86.60849762,anonymous,EN,Yes,240.684,240.684,243.171,1,0,0,289.617,0,,,,,,,,,,,,,,,,,2.859,53.075,55.911,7,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,2.689,57.298,59.914,9,55 years or older,Professional degree,Female,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Suburban,1,,7.96813E+11,Treatment,,
11/26/19 10:47,11/26/19 11:01,IP Address,23.105.110.200,100,835,TRUE,11/26/19 11:01,R_2wFAPpbETSYWLCO,,,,,37.93670654,-122.5362015,anonymous,EN,Yes,0,0,257.755,0,0,0,378.341,0,,,,,,,,,,,,,,,,,94.519,107.173,108.584,8,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.503,19.326,20.667,9,35-44 years,4 year degree,Female,Yes,Yes,Neither agree nor disagree,"$100,000 - $149,000",Slightly Conservative,Urban,1,,3.99385E+11,Treatment,,
11/26/19 10:45,11/26/19 11:01,IP Address,173.244.44.60,100,946,TRUE,11/26/19 11:01,R_11jsnPMjjreJV13,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,,,,,,,,,0,0,394.728,0,0,0,339.764,0,,,,,,,,,6.575,74.074,78.074,9,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,2.013,49.767,52.506,10,25-34 years,Professional degree,Male,Yes,Yes,Somewhat agree,"$50,000 - $74,000",Very Conservative,Suburban,1,,4.91639E+11,AntiTreatment,,
11/26/19 10:51,11/26/19 11:01,IP Address,23.252.133.163,100,611,TRUE,11/26/19 11:01,R_ZmYBKKgUChSqRYl,,,,,36.86650085,-83.88880157,anonymous,EN,Yes,,,,,,,,,0,0,131.801,0,0,0,320.22,0,,,,,,,,,10.417,78.495,81.556,7,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,3.55,60.372,62.202,9,35-44 years,4 year degree,Male,No,No,Somewhat agree,"Less than $50,000",Slightly Conservative,Rural,1,,3.0258E+11,AntiTreatment,,
11/26/19 10:52,11/26/19 11:01,IP Address,45.4.199.62,100,557,TRUE,11/26/19 11:01,R_Tw7nLhIXuBficil,,,,,40.75030518,-74.00140381,anonymous,EN,Yes,,,,,,,,,,,,,,,,,45.211,103.826,121.988,26,0,0,344.412,0,2.094,31.407,32.457,8,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,2.644,41.185,42.369,9,55 years or older,4 year degree,Female,No,No,Strongly agree,"$50,000 - $74,000",Very Conservative,Suburban,1,,7.00383E+11,Placebo,,
11/26/19 10:38,11/26/19 11:01,IP Address,69.14.38.20,100,1370,TRUE,11/26/19 11:01,R_3HAKoMD7O54Uh5P,,,,,42.64109802,-83.04499817,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,830.458,0,0,0,476.636,0,1.923,26.928,29.449,10,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,1.236,24.398,26.313,9,25-34 years,4 year degree,Male,No,No,Somewhat disagree,"$75,000 - $99,000",Very Conservative,Suburban,1,,8.20244E+11,Placebo,,
11/26/19 10:52,11/26/19 11:02,IP Address,35.137.48.118,100,594,TRUE,11/26/19 11:02,R_1l0MZhrhSquPk5o,,,,,27.96000671,-82.46140289,anonymous,EN,Yes,2.779,34.071,226.925,2,2.938,232.043,283.687,7,,,,,,,,,,,,,,,,,2.72,36.214,36.914,9,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,1.546,31.989,33.211,12,55 years or older,4 year degree,Female,Yes,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Urban,1,,6.25748E+11,Treatment,,
11/26/19 10:51,11/26/19 11:02,IP Address,5.62.59.49,100,653,TRUE,11/26/19 11:02,R_XLMAPs3TZ3UCiml,,,,,41.82330322,-71.44100189,anonymous,EN,Yes,,,,,,,,,0,0,217.931,0,0,0,307.802,0,,,,,,,,,13.867,69.012,70.521,7,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1.595,32.13,34.539,9,45-54 years,2 year degree,Female,No,No,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Urban,1,,6.84708E+11,AntiTreatment,,
11/26/19 10:54,11/26/19 11:02,IP Address,72.216.72.106,100,490,TRUE,11/26/19 11:02,R_1LBiBBXVCsgPJeG,,,,,32.89460754,-111.7492981,anonymous,EN,Yes,,,,,,,,,83.005,83.005,91.152,1,111.092,139.101,319.732,2,,,,,,,,,3.4,36.388,37.269,7,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,1.847,27.151,29.442,9,25-34 years,2 year degree,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Suburban,1,,6.79497E+11,AntiTreatment,,
11/26/19 10:50,11/26/19 11:02,IP Address,24.147.73.45,100,729,TRUE,11/26/19 11:02,R_21gH4Ji7W6lgajm,,,,,42.75779724,-71.46990204,anonymous,EN,Yes,,,,,,,,,0,0,96.271,0,0,0,304.462,0,,,,,,,,,4.036,121.628,122.749,10,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,66.245,90.846,91.89,9,25-34 years,4 year degree,Male,No,No,Strongly agree,"$75,000 - $99,000",Neither Conservative nor Liberal,Suburban,1,,4.81352E+11,AntiTreatment,,
11/26/19 10:54,11/26/19 11:02,IP Address,199.168.243.195,100,498,TRUE,11/26/19 11:02,R_3neB76al7oqfYJu,,,,,37.75100708,-97.8219986,anonymous,EN,Yes,,,,,,,,,1.087,89.799,96.862,7,7.624,302.377,303.069,8,,,,,,,,,1.924,59.764,60.843,13,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,1.996,27.02,27.811,11,25-34 years,Professional degree,Male,No,No,Somewhat agree,"$100,000 - $149,000",Neither Conservative nor Liberal,Urban,1,,7.6935E+11,AntiTreatment,,
11/26/19 10:39,11/26/19 11:03,IP Address,50.80.151.77,100,1453,TRUE,11/26/19 11:03,R_21bnFxFb1ooTRuM,,,,,44.9006958,-93.57730103,anonymous,EN,Yes,0,0,262.798,0,0,0,1064.59,0,,,,,,,,,,,,,,,,,7.629,36.612,38.04,7,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,8.657,51.338,53.335,9,Less than 25 years,4 year degree,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Suburban,1,,1.35771E+11,Treatment,,
11/26/19 10:54,11/26/19 11:03,IP Address,69.23.205.0,100,553,TRUE,11/26/19 11:03,R_1ihwgMnNhFjzTRr,,,,,31.26530457,-85.39920044,anonymous,EN,Yes,,,,,,,,,,,,,,,,,5.003,10.424,149.436,5,4.904,5.851,271.131,2,5.643,50.816,54.763,7,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,2.89,54.452,57.808,9,45-54 years,4 year degree,Female,No,Yes,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,,2.20361E+11,Placebo,,
11/26/19 10:52,11/26/19 11:04,IP Address,76.253.73.219,100,700,TRUE,11/26/19 11:04,R_1dyRDpRC3Qxvs33,,,,,30.34710693,-97.76490021,anonymous,EN,Yes,,,,,,,,,0,0,212.352,0,0,0,313.747,0,,,,,,,,,1.494,78.125,80.642,9,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,0.554,76.321,77.071,9,25-34 years,4 year degree,Male,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Urban,1,,1.90129E+11,AntiTreatment,,
11/26/19 10:55,11/26/19 11:04,IP Address,98.159.196.54,100,531,TRUE,11/26/19 11:04,R_24l6qvZ0uj1Xqbj,,,,,34.61799622,-86.05619812,anonymous,EN,Yes,,,,,,,,,0,0,108.399,0,0,0,341.867,0,,,,,,,,,2.158,29.13,30.13,8,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,4.544,28.685,29.672,11,25-34 years,2 year degree,Male,No,No,Somewhat agree,"$50,000 - $74,000",Very Conservative,Rural,1,,6.66045E+11,AntiTreatment,,
11/26/19 10:52,11/26/19 11:04,IP Address,207.188.177.109,100,736,TRUE,11/26/19 11:04,R_3JxyRxjE9qj9QoC,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,230.075,0,0,0,394.559,0,19.017,36.297,38.137,7,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,1.147,22.885,25.173,9,25-34 years,4 year degree,Male,Yes,Yes,Somewhat agree,"$100,000 - $149,000",Very Liberal,Rural,1,,2.88545E+11,Placebo,,
11/26/19 10:48,11/26/19 11:04,IP Address,73.0.87.171,100,966,TRUE,11/26/19 11:04,R_3fjWCOJnTTCkQX9,,,,,26.26809692,-80.209198,anonymous,EN,Yes,0,0,527.519,0,0,0,304.401,0,,,,,,,,,,,,,,,,,5.661,80.573,81.988,7,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,8.883,36.336,37.535,10,25-34 years,2 year degree,Male,Yes,No,Strongly agree,"$100,000 - $149,000",Very Liberal,Suburban,1,,97181196791,Treatment,,
11/26/19 10:54,11/26/19 11:05,IP Address,199.115.98.154,100,677,TRUE,11/26/19 11:05,R_1lrESSlyXrYCGYz,,,,,39.75010681,-104.995697,anonymous,EN,Yes,,,,,,,,,0,0,144.896,0,154.402,172.146,313.694,2,,,,,,,,,2.715,53.458,56.452,7,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,2.95,41.734,43.166,10,25-34 years,4 year degree,Male,Yes,Yes,Somewhat agree,"Less than $50,000",Very Liberal,Urban,1,,5.44936E+11,AntiTreatment,,
11/26/19 10:55,11/26/19 11:05,IP Address,73.85.207.155,100,596,TRUE,11/26/19 11:05,R_wY3oqHzdqjoVOpP,,,,,26.74569702,-80.07219696,anonymous,EN,Yes,9.807,124.388,228.206,4,0,0,299.792,0,,,,,,,,,,,,,,,,,8.402,29.934,32.022,7,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,1.631,20.121,22.253,9,25-34 years,4 year degree,Male,Yes,Yes,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Urban,1,,6.41152E+11,Treatment,,
11/26/19 10:39,11/26/19 11:05,IP Address,67.168.185.211,100,1595,TRUE,11/26/19 11:05,R_2CTxKQdpbGjOeZ0,,,,,47.10159302,-123.0590973,anonymous,EN,Yes,1.412,39.792,229.398,3,56.633,56.633,345.335,1,,,,,,,,,,,,,,,,,18.2,38.025,39.934,7,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,1.121,27.281,30.409,9,25-34 years,Professional degree,Male,No,Yes,Strongly agree,"$50,000 - $74,000",Very Conservative,Suburban,1,,8.34309E+11,Treatment,,
11/26/19 10:44,11/26/19 11:05,IP Address,107.77.229.196,100,1250,TRUE,11/26/19 11:05,R_pDw4MUNiN6Km36N,,,,,33.94839478,-118.2492981,anonymous,EN,Yes,,,,,,,,,,,,,,,,,460.834,460.834,608.338,1,0,0,242.782,0,6.163,31.895,36.94,7,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,3.635,32.729,34.342,9,25-34 years,4 year degree,Female,Yes,No,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Urban,1,,4.5905E+11,Placebo,,
11/26/19 10:58,11/26/19 11:06,IP Address,24.213.184.142,100,479,TRUE,11/26/19 11:06,R_3Jni0ICQIf0jOXk,,,,,42.93659973,-75.83519745,anonymous,EN,Yes,,,,,,,,,0,0,98.228,0,0,0,357.515,0,,,,,,,,,0.732,15.063,16.279,7,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,1,,9.02267E+11,AntiTreatment,Yes,
11/26/19 10:44,11/26/19 11:06,IP Address,73.19.76.49,100,1272,TRUE,11/26/19 11:06,R_1pSvmUvHMj8zKkr,,,,,47.21090698,-122.4147034,anonymous,EN,Yes,,,,,,,,,,,,,,,,,325.067,631.08,744.911,2,3.658,429.84,445.89,10,0,0,15.7,0,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,1,,9.9516E+11,Placebo,Yes,
11/26/19 10:43,11/26/19 11:06,IP Address,172.98.93.163,100,1375,TRUE,11/26/19 11:06,R_1CKpmm1QZhsp54U,,,,,33.7552948,-84.38860321,anonymous,EN,Yes,,,,,,,,,769.795,769.795,770.497,1,0,0,584.066,0,,,,,,,,,0.492,13.497,14.41,8,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,,,,1,,1.86082E+11,AntiTreatment,Yes,
11/26/19 10:58,11/26/19 11:06,IP Address,160.3.211.16,100,512,TRUE,11/26/19 11:06,R_3QQ2MaTxrPqnbnN,,,,,43.7046051,-116.3582993,anonymous,EN,Yes,,,,,,,,,0,0,105.831,0,0,0,308.899,0,,,,,,,,,4.226,41.266,43.12,8,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,1.91,37.67,38.908,9,55 years or older,4 year degree,Male,No,No,Somewhat agree,"$50,000 - $74,000",Slightly Liberal,Suburban,1,,4.5879E+11,AntiTreatment,,
11/26/19 10:57,11/26/19 11:07,IP Address,185.232.22.110,100,578,TRUE,11/26/19 11:07,R_3P50V1stoGc6AJ5,,,,,40.71569824,-74,anonymous,EN,Yes,,,,,,,,,,,,,,,,,16.556,16.556,182.15,1,0,0,341.697,0,2.531,28.249,33.4,7,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,0.776,11.818,13.785,13,25-34 years,4 year degree,Female,No,No,Somewhat disagree,"$100,000 - $149,000",Slightly Conservative,Urban,1,,6.69263E+11,Placebo,,Yes
11/26/19 10:53,11/26/19 11:07,IP Address,202.59.12.117,100,807,TRUE,11/26/19 11:07,R_2t4BmmO3BfsbrPc,,,,,24.90429688,67.08169556,anonymous,EN,Yes,0,0,336.573,0,0,0,349.247,0,,,,,,,,,,,,,,,,,3.102,46.229,47.259,7,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,1.561,57.945,59.076,9,35-44 years,Professional degree,Female,No,Yes,Somewhat agree,"Less than $50,000",Slightly Liberal,Suburban,1,,9.57747E+11,Treatment,,
11/26/19 10:39,11/26/19 11:07,IP Address,70.32.0.113,100,1674,TRUE,11/26/19 11:07,R_1IcLirnbMiiSjws,,,,,39.0480957,-77.47280121,anonymous,EN,Yes,,,,,,,,,902.886,902.886,1121.113,1,0,0,478.35,0,,,,,,,,,6.555,20.765,27.071,6,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,1.591,27.281,31.162,9,25-34 years,2 year degree,Female,No,Yes,Strongly agree,"Less than $50,000",Slightly Liberal,Urban,1,,8.39704E+11,AntiTreatment,,
11/26/19 10:59,11/26/19 11:07,IP Address,207.188.177.50,100,468,TRUE,11/26/19 11:07,R_3fw1Nr1toI4NqhC,,,,,47.60920715,-122.3314056,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,125.996,0,0,0,246.756,0,2.84,27.939,37.246,7,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,4.111,43.551,45.511,9,45-54 years,High school graduate,Male,Yes,Yes,Strongly agree,"Less than $50,000",Slightly Conservative,Urban,1,,5.12369E+11,Placebo,,
