HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3VNXK88KKGVWPJ750K2I8EHX5XL9V8,A388KGW5CXBH3L,Submitted,Tue Nov 26 11:04:04 PST 2019,Tue Nov 26 11:25:49 PST 2019,Fri Nov 29 11:25:49 PST 2019,,,,1305,0% (0/0),0% (0/0),0% (0/0),8.5298E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,36WLNQG783NYB10G3ER4ZGO1T2LBEE,A2NI76IVRWRTR3,Submitted,Tue Nov 26 11:02:38 PST 2019,Tue Nov 26 11:20:47 PST 2019,Fri Nov 29 11:20:47 PST 2019,,,,1089,0% (0/0),0% (0/0),0% (0/0),8.50417E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3CN4LGXD511CW7WYO0TBY5AB1LY4Y3,A38DC3BG1ZCVZ2,Submitted,Tue Nov 26 09:38:58 PST 2019,Tue Nov 26 10:07:20 PST 2019,Fri Nov 29 10:07:20 PST 2019,,,,1702,0% (0/0),0% (0/0),0% (0/0),8.39704E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3UWN2HHPU2I1MTUV7ZGIFSSABIENSM,A3MF8KW2U865HE,Submitted,Tue Nov 26 11:19:42 PST 2019,Tue Nov 26 11:47:38 PST 2019,Fri Nov 29 11:47:38 PST 2019,,,,1676,0% (0/0),0% (0/0),0% (0/0),8.38019E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,384PI804XWEY1X2O6TEK4GWX3PUS07,A264ST1NX9PDLI,Submitted,Tue Nov 26 10:41:26 PST 2019,Tue Nov 26 10:51:20 PST 2019,Fri Nov 29 10:51:20 PST 2019,,,,594,0% (0/0),0% (0/0),0% (0/0),8.37729E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3PMBY0YE2BG0QA15937DIMT8KPU9CW,A2WTOW5KR5GQCF,Submitted,Tue Nov 26 10:57:59 PST 2019,Tue Nov 26 11:27:23 PST 2019,Fri Nov 29 11:27:23 PST 2019,,,,1764,0% (0/0),0% (0/0),0% (0/0),8.35813E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3JJVG1YBEFAYFI7NSDY1VMIOG8B5BU,ARI1EMAHUA9PO,Submitted,Tue Nov 26 09:39:14 PST 2019,Tue Nov 26 09:53:37 PST 2019,Fri Nov 29 09:53:37 PST 2019,,,,863,0% (0/0),0% (0/0),0% (0/0),8.35247E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3HYA4D452VWWT20GFWIZG56XBWC2F8,A1FYFBIFYWTMJS,Submitted,Tue Nov 26 09:39:07 PST 2019,Tue Nov 26 10:05:54 PST 2019,Fri Nov 29 10:05:54 PST 2019,,,,1607,0% (0/0),0% (0/0),0% (0/0),8.34309E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3YZ8UPK3VXZYA2P87E24EIGMXB7CUV,A2E3TO92MCQ9XU,Submitted,Tue Nov 26 10:06:51 PST 2019,Tue Nov 26 10:15:16 PST 2019,Fri Nov 29 10:15:16 PST 2019,,,,505,0% (0/0),0% (0/0),0% (0/0),8.2572E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3JW0YLFXRXTKG4KIJ5H6808MA6WWWH,AGOJ3N01MYCYY,Submitted,Tue Nov 26 09:39:03 PST 2019,Tue Nov 26 09:50:15 PST 2019,Fri Nov 29 09:50:15 PST 2019,,,,672,0% (0/0),0% (0/0),0% (0/0),8.25538E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3TPWUS5F8DEB26ED2EH5W61JIRLCWX,A3LVLZS8S41ZD7,Submitted,Tue Nov 26 10:26:44 PST 2019,Tue Nov 26 10:36:46 PST 2019,Fri Nov 29 10:36:46 PST 2019,,,,602,0% (0/0),0% (0/0),0% (0/0),8.24876E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3WT783CTPFUJE3G27NL99SOY8PXCB9,AKJ22H1NTVIQX,Submitted,Tue Nov 26 09:38:59 PST 2019,Tue Nov 26 10:10:57 PST 2019,Fri Nov 29 10:10:57 PST 2019,,,,1918,0% (0/0),0% (0/0),0% (0/0),8.23325E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3VJ40NV2QM0KJE7MXELL4MO13AHOT9,A49A0FF6ZXYDU,Submitted,Tue Nov 26 09:51:26 PST 2019,Tue Nov 26 10:13:46 PST 2019,Fri Nov 29 10:13:46 PST 2019,,,,1340,0% (0/0),0% (0/0),0% (0/0),8.22867E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,37U1UTWH9ZZ4I77EM8RU7LXJ0KER8U,A24YH95DSHXH9V,Submitted,Tue Nov 26 09:38:32 PST 2019,Tue Nov 26 10:01:47 PST 2019,Fri Nov 29 10:01:47 PST 2019,,,,1395,0% (0/0),0% (0/0),0% (0/0),8.20244E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3E47SOBEYU9T1BU8DXDQVFSB3FHCII,A1H7977WNPO2UI,Submitted,Tue Nov 26 09:39:10 PST 2019,Tue Nov 26 09:53:26 PST 2019,Fri Nov 29 09:53:26 PST 2019,,,,856,0% (0/0),0% (0/0),0% (0/0),8.20088E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,37UQDCYH618SB0JCLN4YUIQRA6M7VH,A2R8O96GUPLFHT,Submitted,Tue Nov 26 11:15:04 PST 2019,Tue Nov 26 11:47:20 PST 2019,Fri Nov 29 11:47:20 PST 2019,,,,1936,0% (0/0),0% (0/0),0% (0/0),8.16226E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3XXU1SWE8Q8U11GUPTSTJG2RHIFA0J,A1NCSZCN8EA787,Submitted,Tue Nov 26 11:09:56 PST 2019,Tue Nov 26 11:29:22 PST 2019,Fri Nov 29 11:29:22 PST 2019,,,,1166,0% (0/0),0% (0/0),0% (0/0),8.06956E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3STRJBFXO041TNM7ZMTSX57SJ55TKS,A36Z98LFRR041Q,Submitted,Tue Nov 26 10:39:30 PST 2019,Tue Nov 26 11:05:56 PST 2019,Fri Nov 29 11:05:56 PST 2019,,,,1586,0% (0/0),0% (0/0),0% (0/0),8.06943E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3VHHR074H7UPFV7I7J2S79SPJ8K7LY,A19L8SNH73AX1Z,Submitted,Tue Nov 26 09:38:42 PST 2019,Tue Nov 26 09:54:19 PST 2019,Fri Nov 29 09:54:19 PST 2019,,,,937,0% (0/0),0% (0/0),0% (0/0),8.01356E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3DQQ64TANKYUWVNH7J3BG60QHA0PWO,ACTBJYB46CJO3,Submitted,Tue Nov 26 10:40:42 PST 2019,Tue Nov 26 10:57:43 PST 2019,Fri Nov 29 10:57:43 PST 2019,,,,1021,0% (0/0),0% (0/0),0% (0/0),7.98769E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,324G5B4FB7LCIZIWIQG99P01GA970P,A23PQYQ6A2I076,Submitted,Tue Nov 26 09:38:35 PST 2019,Tue Nov 26 10:01:13 PST 2019,Fri Nov 29 10:01:13 PST 2019,,,,1358,0% (0/0),0% (0/0),0% (0/0),7.96813E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3WAKVUDHU0TSYLUCGXUTYWO8WZCU7E,A1HGAHZSM14YTV,Submitted,Tue Nov 26 09:39:00 PST 2019,Tue Nov 26 09:49:58 PST 2019,Fri Nov 29 09:49:58 PST 2019,,,,658,0% (0/0),0% (0/0),0% (0/0),7.85333E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3WR9XG3T67OTHN0X1R3BLSQEXNX74F,A1YPH484P1PHK8,Submitted,Tue Nov 26 10:40:58 PST 2019,Tue Nov 26 11:28:59 PST 2019,Fri Nov 29 11:28:59 PST 2019,,,,2881,0% (0/0),0% (0/0),0% (0/0),7.83322E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3E7TUJ2EGGZAV27J9Z2O2SBQ5P69DW,AZNIEFUIVB2H0,Submitted,Tue Nov 26 09:38:40 PST 2019,Tue Nov 26 09:56:26 PST 2019,Fri Nov 29 09:56:26 PST 2019,,,,1066,0% (0/0),0% (0/0),0% (0/0),7.79457E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3OVHNO1VEAEP1TPWDXWNFGDJKSUZD1,AHYTT3T8W9Y9Y,Submitted,Tue Nov 26 09:38:38 PST 2019,Tue Nov 26 09:52:28 PST 2019,Fri Nov 29 09:52:28 PST 2019,,,,830,0% (0/0),0% (0/0),0% (0/0),7.72643E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3Y54SXRO1PYFWJRJT0XU3SGQLW3TUP,A2DN53DIE3049T,Submitted,Tue Nov 26 09:38:42 PST 2019,Tue Nov 26 10:02:57 PST 2019,Fri Nov 29 10:02:57 PST 2019,,,,1455,0% (0/0),0% (0/0),0% (0/0),7.6935E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3JC6VJ2SAFWTW82VMZY50BYIYQQA54,A2E5FHPR6O552,Submitted,Tue Nov 26 09:39:14 PST 2019,Tue Nov 26 10:13:47 PST 2019,Fri Nov 29 10:13:47 PST 2019,,,,2073,0% (0/0),0% (0/0),0% (0/0),7.68465E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3SLE99ER0RQWMWRCZ15HKQPJH7JBZ7,A2T1JYVKKQQHH9,Submitted,Tue Nov 26 09:38:55 PST 2019,Tue Nov 26 10:28:29 PST 2019,Fri Nov 29 10:28:29 PST 2019,,,,2974,0% (0/0),0% (0/0),0% (0/0),7.66853E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3RKNTXVS3QBB0PYV8UFVVJS4YUV4AT,AV7UX8QQXABSK,Submitted,Tue Nov 26 09:38:36 PST 2019,Tue Nov 26 09:51:17 PST 2019,Fri Nov 29 09:51:17 PST 2019,,,,761,0% (0/0),0% (0/0),0% (0/0),7.659E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3QILPRALQ98J39FMT1ADY1S9ZOYN8D,AW081A2YEZT14,Submitted,Tue Nov 26 11:42:44 PST 2019,Tue Nov 26 11:51:39 PST 2019,Fri Nov 29 11:51:39 PST 2019,,,,535,0% (0/0),0% (0/0),0% (0/0),7.61588E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3IAS3U3I0JT6GLO0AUW3XFFCWYK2BQ,A2ZEPAJYM5SRJV,Submitted,Tue Nov 26 09:39:04 PST 2019,Tue Nov 26 10:09:12 PST 2019,Fri Nov 29 10:09:12 PST 2019,,,,1808,0% (0/0),0% (0/0),0% (0/0),7.5893E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3YJ6NA41JFT8QBNI0KKWRG6IFEYJPU,A2A2WK36YOPXX3,Submitted,Tue Nov 26 11:09:46 PST 2019,Tue Nov 26 11:26:59 PST 2019,Fri Nov 29 11:26:59 PST 2019,,,,1033,0% (0/0),0% (0/0),0% (0/0),7.57411E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3KRVW3HTZRYV4B9VVY1I2D3A6RMMS1,A3VP27UUQ34OXK,Submitted,Tue Nov 26 09:38:42 PST 2019,Tue Nov 26 10:25:52 PST 2019,Fri Nov 29 10:25:52 PST 2019,,,,2830,0% (0/0),0% (0/0),0% (0/0),7.57011E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3WJ1OXY92ETCJQLXKX58CV890HUA8B,A1LJNQX4KBUXNP,Submitted,Tue Nov 26 10:07:33 PST 2019,Tue Nov 26 10:31:55 PST 2019,Fri Nov 29 10:31:55 PST 2019,,,,1462,0% (0/0),0% (0/0),0% (0/0),7.52467E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3GM6G9ZBKRAWJBMAKY68CIZW8BOMTG,ADXHWQLUQBK77,Submitted,Tue Nov 26 13:29:09 PST 2019,Tue Nov 26 13:41:59 PST 2019,Fri Nov 29 13:41:59 PST 2019,,,,770,0% (0/0),0% (0/0),0% (0/0),7.52289E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,3FTF2T8WLVV9487AQU7EUG0BC5C9W5,A2QLZ92VQ01A4Q,Submitted,Tue Nov 26 09:39:00 PST 2019,Tue Nov 26 09:52:16 PST 2019,Fri Nov 29 09:52:16 PST 2019,,,,796,0% (0/0),0% (0/0),0% (0/0),7.50285E+11,x,
3R0WOCG22PM5TAXSH8SDA43I3F8DU1,3CM00QMEUOZ3PWG1WD4H616EE39W6Z,Watch a short video and fill out a short survey in response,We are conducting an academic study about causality. We need to understand your opinion about a specific subject after viewing a short video. This survey is limited to US participants only.,"survey, video, causality",$1.00 ,Tue Nov 26 09:38:17 PST 2019,347,BatchId:3849722;OriginalHitTemplateId:920937340;,3600,259200,Tue Dec 03 09:38:17 PST 2019,,,38BQUHLA90DG6JH2OHK9I8T992JMO4,A24M9OW53CLT94,Submitted,Tue Nov 26 09:38:37 PST 2019,Tue Nov 26 09:53:03 PST 2019,Fri Nov 29 09:53:03 PST 2019,,,,866,0% (0/0),0% (0/0),0% (0/0),7.45001E+11,x,
