StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,QID34,Q4_First Click,Q4_Last Click,Q4_Page Submit,Q4_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q28_First Click,Q28_Last Click,Q28_Page Submit,Q28_Click Count,Q24_First Click,Q24_Last Click,SurveyTime,Q24_Click Count,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Q25_First Click,Q25_Last Click,Q25_Page Submit,CovariateTime,Age,Education,Gender,LivingAreaAffected,ClimateChangeAwareness,PreTreatment,Income,PoliticalView,Community,AlwaysTrue,mTurkCode,Group,RejectedOutcomeQuestions,RejectedCovariateQuestions
11/14/19 13:02,11/14/19 13:03,IP Address,148.87.23.6,29,69,FALSE,11/15/19 13:03,R_3RyGk0A9b9Au8zV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.64E+11,Placebo,,
11/14/19 13:09,11/14/19 13:22,IP Address,209.17.40.40,68,759,FALSE,11/15/19 13:22,R_30fbE4SNMFmttPh,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,128.601,0,0,0,264.923,0,4.881,72.808,76.176,8,Strongly agree,Neither Agree or Disagree,Somewhat agree,Somewhat Agree,Strongly agree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,1,8.90E+11,Placebo,,
11/14/19 13:30,11/14/19 13:30,IP Address,174.254.129.84,29,17,FALSE,11/15/19 13:30,R_10wPhA1moR6KV8n,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.37E+11,Treatment,,
11/15/19 13:28,11/15/19 13:37,IP Address,107.0.240.2,100,522,TRUE,11/15/19 13:37,R_1mDlCUYFoZbLdWt,,,,,39.85450745,-75.37729645,anonymous,EN,Yes,,,,,,,,,3.261,3.261,103.784,1,0,0,303.556,0,,,,,,,,,9.287,59.745,61.956,7,Somewhat agree,Neither Agree or Disagree,Somewhat agree,Strongly Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,2.272,38.368,39.774,10,25-34 years,4 year degree,Male,No,No,Somewhat agree,"More than $150,000",Slightly Liberal,Urban,1,2.24E+11,AntiTreatment,,
11/14/19 13:37,11/14/19 13:38,IP Address,148.87.23.6,29,45,FALSE,11/15/19 13:38,R_03v89PNnbVOveEN,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.56E+11,Placebo,,
11/14/19 13:40,11/14/19 13:44,IP Address,148.87.23.12,35,237,FALSE,11/15/19 13:44,R_1oiOAVk2DFy4C6I,,,,,,,anonymous,EN,Yes,,,,,,,,,33.041,33.041,192.519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.60E+11,AntiTreatment,,
11/14/19 13:43,11/14/19 13:44,IP Address,160.34.92.192,29,66,FALSE,11/15/19 13:45,R_URUEF8RbLUPUQwx,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.75E+11,Treatment,,
11/14/19 13:50,11/14/19 13:56,IP Address,148.87.23.8,29,357,FALSE,11/15/19 13:56,R_6sMw4wfaF0P7Get,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.14E+11,AntiTreatment,,
11/14/19 13:56,11/14/19 13:57,IP Address,148.87.23.12,29,18,FALSE,11/15/19 13:57,R_2OJXjQzdk4zfdAj,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.81E+11,Treatment,,
11/14/19 14:04,11/14/19 14:04,IP Address,209.17.40.42,29,27,FALSE,11/15/19 14:05,R_1hLreFTvg79lCM7,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.46E+11,Treatment,,
11/14/19 14:20,11/14/19 14:23,IP Address,148.87.23.6,29,159,FALSE,11/15/19 14:23,R_1mCTD1x543Aa6FJ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.87E+11,Placebo,,
11/14/19 14:22,11/14/19 14:29,IP Address,75.4.194.178,29,435,FALSE,11/15/19 14:29,R_RX05yW8qW6SHopH,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.61E+11,AntiTreatment,,
11/14/19 13:51,11/14/19 14:29,IP Address,148.87.23.4,35,2334,FALSE,11/15/19 14:30,R_3qx8uLhKaA7GUFr,,,,,,,anonymous,EN,Yes,113.258,132.141,2191.203,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.01E+11,Treatment,,
11/14/19 14:02,11/14/19 14:36,IP Address,209.17.40.39,42,2012,FALSE,11/15/19 14:36,R_1DJ7FXtDk6dk40q,,,,,,,anonymous,EN,Yes,,,,,,,,,6.67,6.67,121.419,1,5.546,713.857,762.613,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10019199923,AntiTreatment,,
11/14/19 15:09,11/14/19 15:10,IP Address,148.87.23.7,29,57,FALSE,11/15/19 15:10,R_RPRR7PbiFiC94lz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.29E+11,Placebo,,
11/14/19 15:28,11/14/19 15:28,IP Address,148.87.23.10,29,14,FALSE,11/15/19 15:28,R_3OokwFbcnmkofHB,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68340949715,Treatment,,
11/15/19 15:21,11/15/19 15:30,IP Address,68.4.77.149,100,577,TRUE,11/15/19 15:30,R_12yGBE0bqUfJbFS,,,,,33.73890686,-117.7480011,anonymous,EN,Yes,,,,,,,,,,,,,,,,,13.691,13.691,142.061,1,0,0,259.235,0,4.475,83.45,85.874,7,Strongly agree,Somewhat Agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly disagree,Strongly agree,2.351,56.775,59.164,9,45-54 years,4 year degree,Male,No,No,Somewhat agree,"More than $150,000",Neither Conservative nor Liberal,Suburban,1,6.35E+11,Placebo,,
11/14/19 15:41,11/14/19 15:41,IP Address,73.15.7.183,29,20,FALSE,11/15/19 15:41,R_1NfaVmezfOdGmNO,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.76E+11,Treatment,,
11/14/19 15:48,11/14/19 15:48,IP Address,135.23.166.171,29,7,FALSE,11/15/19 15:48,R_3RjR7j4x85rDRNg,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.90E+11,AntiTreatment,,
11/15/19 16:05,11/15/19 16:14,IP Address,208.87.235.180,100,579,TRUE,11/15/19 16:14,R_3ixLjI7PPLS3JP9,,,,,34.05439758,-118.2440033,anonymous,EN,Yes,,,,,,,,,166.615,166.615,167.544,1,5.48,5.48,307.894,1,,,,,,,,,2.739,34.193,35.371,7,Strongly agree,Strongly Agree,Strongly agree,Somewhat Agree,Strongly agree,Strongly disagree,Strongly disagree,1.873,32.101,33.729,9,35-44 years,4 year degree,Female,Yes,Yes,Strongly agree,"More than $150,000",Very Liberal,Urban,1,1.90E+11,AntiTreatment,,
11/14/19 15:32,11/14/19 16:14,IP Address,206.80.25.138,35,2556,FALSE,11/15/19 16:14,R_31zbCPnPJ9opWqy,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,99.573,113.341,122.25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.48E+11,Placebo,,
11/14/19 16:30,11/14/19 16:34,IP Address,148.87.23.12,35,197,FALSE,11/15/19 16:34,R_2Yrens1fzQonIt5,,,,,,,anonymous,EN,Yes,,,,,,,,,1.296,33.028,104.425,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.48E+11,AntiTreatment,,
11/14/19 16:17,11/14/19 16:34,IP Address,148.87.23.13,42,1044,FALSE,11/15/19 16:35,R_3NL1k0mnGvLfwjl,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,170.026,170.026,173.802,1,155.371,798.419,800.936,2,,,,,,,,,,,,,,,,,,,,,,,,,1,9.79E+11,Placebo,,
11/14/19 16:27,11/14/19 16:35,IP Address,38.98.37.137,29,484,FALSE,11/15/19 16:35,R_3J7Sj8xLG1jgTns,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.00E+11,Treatment,,
11/14/19 16:37,11/14/19 16:41,IP Address,148.87.23.6,29,211,FALSE,11/15/19 16:41,R_ylFJipTlPppyNwZ,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,79374470748,Placebo,,
11/14/19 17:02,11/14/19 17:02,IP Address,107.77.210.92,29,3,FALSE,11/15/19 17:02,R_2CsxfGYNoSs4cEI,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.91E+11,Placebo,,
11/14/19 13:00,11/14/19 18:06,IP Address,148.87.23.5,29,18394,FALSE,11/15/19 18:07,R_1PbpLYNx1wrTbjV,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.89E+11,Treatment,,
11/14/19 18:54,11/14/19 18:54,IP Address,196.15.23.22,29,43,FALSE,11/15/19 18:55,R_1C7aihND6LmDWki,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.75E+11,AntiTreatment,,
11/14/19 19:04,11/14/19 19:04,IP Address,45.56.150.151,29,23,FALSE,11/15/19 19:04,R_URdSRhSLV8XwlHP,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.75E+11,Placebo,,
11/15/19 18:58,11/15/19 19:22,IP Address,174.193.138.78,100,1466,TRUE,11/15/19 19:22,R_3hu1q9NQB9LFlV7,,,,,34.03129578,-118.3124008,anonymous,EN,Yes,2.532,244.54,245.644,2,0,0,1077.94,0,,,,,,,,,,,,,,,,,3.539,46.198,46.981,11,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly disagree,Strongly agree,2.016,37.685,38.718,20,35-44 years,Professional degree,Female,Yes,Yes,Strongly agree,"More than $150,000",Very Liberal,Urban,1,8.83E+11,Treatment,,
11/14/19 15:27,11/14/19 19:44,IP Address,148.87.23.5,35,15431,FALSE,11/15/19 19:44,R_6QCzRs1u9DbIOkh,,,,,,,anonymous,EN,Yes,,,,,,,,,0,0,117.567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.96E+11,AntiTreatment,,
11/15/19 20:40,11/15/19 20:57,IP Address,135.23.166.171,100,1069,TRUE,11/15/19 20:57,R_bwM1Ls3xaS7PuEx,,,,,43.56390381,-79.71720123,anonymous,EN,Yes,,,,,,,,,0,0,274.227,0,0,0,356.482,0,,,,,,,,,7.487,60.867,62.929,8,Neither agree nor disagree,Somewhat Agree,Somewhat agree,Somewhat Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,2.196,48.102,50.172,9,35-44 years,Professional degree,Male,No,No,Somewhat agree,"$100,000 - $149,000",Slightly Liberal,Urban,1,8.24E+11,AntiTreatment,,
11/15/19 21:29,11/15/19 21:38,IP Address,98.228.64.223,100,557,TRUE,11/15/19 21:38,R_3R8asiH56buqeTX,,,,,41.70570374,-88.19460297,anonymous,EN,Yes,,,,,,,,,,,,,,,,,4.451,4.451,149.705,1,0,0,262.214,0,8.124,77.571,79.098,7,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly disagree,Strongly agree,1.907,54.482,56.737,10,35-44 years,Professional degree,Female,No,Yes,Strongly agree,"More than $150,000",Very Liberal,Suburban,1,4.70E+11,Placebo,,
11/14/19 21:40,11/14/19 21:41,IP Address,148.87.23.6,29,43,FALSE,11/15/19 21:42,R_ZK90DnDJy1dqQ2R,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.10E+11,Treatment,,
11/14/19 22:01,11/14/19 22:12,IP Address,73.241.245.78,42,657,FALSE,11/15/19 22:13,R_2BkZ4fuSdHMHXSm,,,,,,,anonymous,EN,Yes,,,,,,,,,12.43,12.43,121.341,1,5.852,478.03,478.687,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.46E+11,AntiTreatment,,
11/14/19 22:42,11/14/19 22:42,IP Address,45.18.231.86,29,22,FALSE,11/15/19 22:43,R_22xBXlNif2Jy6fo,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.44E+11,AntiTreatment,,
11/14/19 23:25,11/14/19 23:34,IP Address,202.45.129.182,42,536,FALSE,11/15/19 23:34,R_4ZSfZg2kTrJXQSB,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,141.956,0,0,0,258.757,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3.21E+11,Placebo,,
11/14/19 13:45,11/14/19 23:56,IP Address,148.87.23.10,42,36665,FALSE,11/15/19 23:57,R_3nqMwJKNGnRFuOk,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,493.738,0,0,0,377.159,0,,,,,,,,,,,,,,,,,,,,,,,,,1,6.44E+11,Placebo,,
11/14/19 0:55,11/15/19 0:37,IP Address,45.18.231.86,31,85341,FALSE,11/16/19 0:38,R_1QawHi8KpNUdPp0,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.80E+11,Treatment,,
11/15/19 2:36,11/15/19 2:37,IP Address,209.17.40.38,29,50,FALSE,11/16/19 2:38,R_eM716FH68TfJCxz,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.97E+11,Placebo,,
11/15/19 5:21,11/15/19 5:21,IP Address,71.183.110.199,29,13,FALSE,11/16/19 5:21,R_eQdc8pAtBcOl3j3,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.06E+11,Treatment,,
11/14/19 12:59,11/15/19 6:18,IP Address,209.17.40.42,35,62304,FALSE,11/16/19 6:18,R_1ml4efoVSyqk6HX,,,,,,,anonymous,EN,Yes,,,,,,,,,0,0,217.428,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.63E+11,AntiTreatment,,
11/15/19 21:06,11/15/19 21:06,IP Address,135.23.166.171,29,11,FALSE,11/16/19 21:07,R_10vI2IV8DUBHRUU,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.16E+11,Treatment,,
11/17/19 14:08,11/17/19 14:20,IP Address,68.49.104.134,100,747,TRUE,11/17/19 14:20,R_1o0zGLyaZHT33gD,,,,,42.28070068,-83.78009796,anonymous,EN,Yes,0,0,296.074,0,0,0,361.813,0,,,,,,,,,,,,,,,,,3,39.727,40.251,9,Somewhat agree,Strongly Agree,Strongly agree,Somewhat Agree,Somewhat agree,Strongly disagree,Strongly agree,2.009,30.409,32.461,9,25-34 years,Professional degree,Female,No,Yes,Strongly agree,"$75,000 - $99,000",Slightly Liberal,Suburban,1,4.02E+11,Treatment,,
11/17/19 13:24,11/17/19 13:27,IP Address,67.165.164.206,35,143,FALSE,11/18/19 13:27,R_1NFBFcZnGbf5DBE,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,56.039,114.136,121.665,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.41E+11,Placebo,,
11/20/19 1:58,11/20/19 2:08,IP Address,196.15.23.10,100,616,TRUE,11/20/19 2:08,R_1IjgRPUHMA9Mwdq,,,,,12.97189331,77.59368896,anonymous,EN,Yes,,,,,,,,,0,0,124.402,0,0,0,317.621,0,,,,,,,,,7.114,72.453,74.04,9,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,3.705,64.253,65.472,10,35-44 years,Professional degree,Male,No,No,Strongly agree,"Less than $50,000",Slightly Conservative,Urban,1,6.72E+11,AntiTreatment,,
11/21/19 10:07,11/21/19 10:22,IP Address,41.210.143.21,100,911,TRUE,11/21/19 10:22,R_2rAEPsW4eoNBJGc,,,,,0.316192627,32.56570435,anonymous,EN,Yes,0,0,259.097,0,0,0,394.029,0,,,,,,,,,,,,,,,,,15.174,105.628,106.285,9,Somewhat agree,Somewhat Agree,Strongly agree,Somewhat Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,2.825,83.106,88.668,9,25-34 years,4 year degree,Male,No,No,Strongly agree,"Less than $50,000",Very Liberal,Urban,1,7.14E+11,Treatment,,
11/21/19 13:26,11/21/19 13:35,IP Address,148.87.23.13,100,541,TRUE,11/21/19 13:35,R_udXrAQBXq4T3bup,,,,,37.40730286,-121.9389954,anonymous,EN,Yes,,,,,,,,,,,,,,,,,0,0,137.656,0,0,0,249.413,0,9.991,82.786,83.953,7,Strongly agree,Strongly Agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly disagree,Strongly agree,2.276,51.029,53.573,9,55 years or older,Professional degree,Male,Yes,No,Strongly agree,"More than $150,000",Very Liberal,Suburban,1,5.24E+11,Placebo,,
11/20/19 19:43,11/20/19 19:44,IP Address,209.66.64.67,29,10,FALSE,11/21/19 19:44,R_2wyv94Wm9VY7r99,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1.68E+11,AntiTreatment,,
